step,d_loss,h_loss,gpu_temp
1928,0.693146,0.693137,85
1929,0.693146,0.693297,85
1930,0.693148,0.693397,85
1931,0.693147,0.693287,85
1932,0.693146,0.693042,85
1933,0.693147,0.693302,85
1934,0.693148,0.693071,85
1935,0.693145,0.693401,85
1936,0.693146,0.693111,85
1937,0.693146,0.69322,85
1938,0.693146,0.693091,85
1939,0.693147,0.693311,85
1940,0.693147,0.693024,87
1941,0.693147,0.693071,87
1942,0.693146,0.693267,87
1943,0.693146,0.693196,87
1944,0.693146,0.693214,87
1945,0.693147,0.693184,87
1946,0.693147,0.693239,87
1947,0.693147,0.693047,87
1948,0.693146,0.693056,87
1949,0.693147,0.693385,87
1950,0.693147,0.693045,85
1951,0.693147,0.693069,85
1952,0.693148,0.693328,85
1953,0.693147,0.692841,85
1954,0.693146,0.693493,85
1955,0.693146,0.693142,85
1956,0.693147,0.69321,85
1957,0.693147,0.693107,85
1958,0.693147,0.693085,85
1959,0.693146,0.693107,85
1960,0.693146,0.693402,87
1961,0.693147,0.69321,87
1962,0.693145,0.69318,87
1963,0.693147,0.693598,87
1964,0.693147,0.693131,87
1965,0.693147,0.693082,87
1966,0.693146,0.693082,87
1967,0.693145,0.693179,87
1968,0.693147,0.693211,87
1969,0.693144,0.693158,87
1970,0.693147,0.69313,87
1971,0.693146,0.693084,87
1972,0.693146,0.693288,87
1973,0.693147,0.693102,87
1974,0.693145,0.693145,87
1975,0.693147,0.693317,87
1976,0.693147,0.692928,87
1977,0.693147,0.693308,87
1978,0.693144,0.693324,87
1979,0.693149,0.69386,87
1980,0.693147,0.693048,85
1981,0.693146,0.693145,85
1982,0.693143,0.693215,85
1983,0.693147,0.69333,85
1984,0.693147,0.693152,85
1985,0.693146,0.693111,85
1986,0.693147,0.693016,85
1987,0.693146,0.692964,85
1988,0.693144,0.693366,85
1989,0.693146,0.693202,85
1990,0.693146,0.693115,85
1991,0.693147,0.692895,85
1992,0.693145,0.693255,85
1993,0.693149,0.693406,85
1994,0.693146,0.692965,85
1995,0.693146,0.693253,85
1996,0.693146,0.693179,85
1997,0.693144,0.693279,85
1998,0.693147,0.693128,85
1999,0.693147,0.693082,85
2000,0.693145,0.693052,86
2001,0.693148,0.693571,86
2002,0.693145,0.692927,86
